Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R01 Clinical Trial Optional)","9/28/2023","5/24/2205","R01","NIH","NIDA","None","RFA-DA-24-031","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-031.html"
"Specialized Programs of Research Excellence (SPOREs) in Human Cancers for Years 2024, 2025, and 2026 (P50 Clinical Trial Required)","9/22/2023","9/26/2026","P50","NIH","NCI","NIDCR","PAR-23-284","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-284.html"
"Enhancement and Management of Established Biomedical Data Repositories and Knowledgebases (U24 Clinical Trial Not Allowed)","8/30/2023","1/26/2026","U24","NIH","OD","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMHD, NINDS","PAR-23-237","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-237.html"
"Early-stage Biomedical Data Repositories and Knowledgebases (R24 Clinical Trial Not Allowed)","8/30/2023","1/26/2026","R24","NIH","OD","NCCIH, NEI, NHGRI, NHLBI, NIAAA, NIDA, NIDCD, NIEHS, NIMHD, NINDS","PAR-23-236","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-236.html"
"IDeA Clinical and Translational Research Development (CTR-D) Award (P20-Clinical Trial Optional)","8/29/2023","10/10/2025","P20","NIH","NIGMS","None","PAR-23-257","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-257.html"
"IDeA Clinical and Translational Research Network (CTR-N) Award (P50 - Clinical Trial Optional)","8/29/2023","10/10/2025","P50","NIH","NIGMS","None","PAR-23-241","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-241.html"
"National Center for Construction Safety and Health Research and Translation (U54)","8/28/2023","12/1/2026","U54","CDC","NIOSH","None","RFA-OH-24-001","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-24-001.html"
"Population Assessment of Tobacco and Health (PATH) Study Biospecimen Access (X01)","8/24/2023","10/31/2026","X01","NIH","NIDA","None","PAR-24-027","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-027.html"
"AHRQ Improving Diagnostic Safety in Ambulatory Care: Strategies and Interventions (R18)","8/22/2023","9/1/2028","R18","AHRQ","AHRQ","None","PA-23-290","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-23-290.html"
"AHRQ Understanding and Improving Diagnostic Safety in Ambulatory Care:  Incidence and Contributing Factors (R01)","8/22/2023","9/1/2028","R01","AHRQ","AHRQ","None","PA-23-291","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-23-291.html"
"World Trade Center Health Program Mentored Research Scientist Career Development Award (K01)","8/16/2023","10/29/2025","K01","CDC","NIOSH","None","RFA-OH-24-004","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-24-004.html"
"NIH Brain Development Cohorts (NBDC) Biospecimen Access (X01 Clinical Trial Not Allowed)","8/11/2023","5/6/2026","X01","NIH","NIDA","NCI, NIAAA, NIEHS, NIMH, NIMHD, OBSSR, ORWH","PAR-23-229","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-229.html"
"Understanding Expectancies in Cancer Symptom Management (R01 Clinical Trial Required)","8/10/2023","5/8/2026","R01","NIH","NCI","None","PAR-23-273","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-273.html"
"NCI Research Specialist (Core-based Scientist) Award (R50 Clinical Trial Not Allowed)","8/9/2023","11/4/2025","R50","NIH","NCI","None","PAR-23-243","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-243.html"
"NCI Research Specialist (Laboratory-based Scientist) Award (R50 Clinical Trial Not Allowed)","8/9/2023","11/4/2025","R50","NIH","NCI","None","PAR-23-242","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-242.html"
"Institutional Network Award for Promoting Kidney, Urologic, and Hematologic Research Training (U2C - Clinical Trial Not Allowed)","8/1/2023","9/27/2025","U2C","NIH","NIDDK","None","PAR-23-248","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-248.html"
"Alcohol and Other Substance Use Research Education Programs for Health Professionals (R25 Clinical Trial Not Allowed)","8/1/2023","5/26/2026","R25","NIH","NIAAA","NIDA","PAR-23-240","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-240.html"
"National Centers for Biomedical Imaging and Bioengineering (NCBIB) (P41 Clinical Trials Optional)","7/28/2023","9/8/2026","P41","NIH","NIBIB","None","PAR-23-235","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-235.html"
"SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance and Late Stage Development (SB1 Clinical Trial Required)","7/12/2023","9/6/2025","SB1","NIH","OD","NEI, NHLBI, NIA, NIAAA, NIDCD, NIMH","PAR-23-220","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-220.html"
"SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance and Late Stage Development (SB1, Clinical Trial Not Allowed)","7/12/2023","9/6/2025","SB1","NIH","OD","NCATS, NCI, NEI, NHGRI, NHLBI, NIAAA, NIAID, NIAMS, NIBIB, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NINDS","PAR-23-219","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-219.html"
"Limited Competition: Centers of Biomedical Research Excellence (COBRE) (Phase 3) - Transitional Centers (P30 Clinical Trial Optional)","7/11/2023","10/1/2025","P30","NIH","NIGMS","None","PAR-23-216","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-216.html"
"HIV/AIDS Scholars Using Nonhuman Primate (NHP) Models Program (K01 Independent Clinical Trial Not Allowed)","6/28/2023","9/8/2025","K01","NIH","ORIP","NIAID, NIMH","PAR-23-225","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-225.html"
"Advanced Laboratories for Accelerating the Reach and Impact of Treatments for Youth and Adults with Mental Illness (ALACRITY) Research Centers (P50 Clinical Trial Optional)","6/20/2023","5/19/2026","P50","NIH","NIMH","None","PAR-24-210","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-210.html"
"NEI Institutional Mentored Physician Scientist Award (K12 Clinical Trial Optional)","6/12/2023","6/10/2026","K12","NIH","NEI","None","PAR-23-197","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-197.html"
"Native American Research Centers for Health (NARCH) (S06 Clinical Trial Optional)","6/2/2023","8/8/2026","S06","NIH","NIGMS","NCCIH, NCI, NHGRI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, ODSS, ORWH","PAR-23-166","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-166.html"
"NIAID New Innovators Awards (DP2 Clinical Trial Not Allowed)","6/2/2023","10/11/2025","DP2","NIH","NIAID","None","PAR-23-198","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-198.html"
"Center for Inherited Disease Research (CIDR) High Throughput Sequencing and Genotyping Resource Access (X01 Clinical Trial Not Allowed)","5/26/2023","7/9/2026","X01","NIH","NHGRI","NCI, NIDCR, NIEHS, NINDS","PAR-23-184","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-184.html"
"Limited Competition: National Primate Research Centers (P51) (Clinical Trials Not Allowed)","5/26/2023","5/26/2026","P51","NIH","ORIP","NIA","PAR-23-126","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-126.html"
"NEI Collaborative Clinical Vision Research Project: Coordinating Center Grant (UG1 Clinical Trial Required)","5/26/2023","5/26/2026","UG1","NIH","NEI","None","PAR-23-204","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-204.html"
"NEI Collaborative Clinical Vision Research Project: Resource Center Grant (UG1 Clinical Trial Required)","5/26/2023","5/26/2026","UG1","NIH","NEI","None","PAR-23-201","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-201.html"
"NEI Collaborative Clinical Vision Research: Chair's Grant (UG1-Clinical Trial Required)","5/25/2023","5/26/2026","UG1","NIH","NEI","None","PAR-23-209","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-209.html"
"Chemical Screening and Optimization Facility (X01 Clinical Trial Not Allowed)","5/19/2023","4/4/2026","X01","NIH","NICHD","None","PAR-23-193","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-193.html"
"NLM Grants for Scholarly Works in Biomedicine and Health (G13 Clinical Trial Not Allowed)","5/17/2023","2/27/2026","G13","NIH","NLM","NLM, ORWH","PAR-23-183","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-183.html"
"Vet-LIRN Network Capacity-Building Project and Equipment Grants","5/12/2023","9/2/2028","U18","FDA","FDA","None","PAR-23-202","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-202.html"
"AHRQ Health Services Research Dissertation Program (R36)","5/3/2023","5/7/2028","R36","AHRQ","AHRQ","None","PA-23-196","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-23-196.html"
"NEI Center Core Grant for Vision Research (P30 Clinical Trial Not Allowed)","5/1/2023","10/1/2025","P30","NIH","NEI","None","PAR-23-175","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-175.html"
"HEAL Initiative: Interdisciplinary Team Science to Uncover the Mechanisms of Pain Relief by Medical Devices (RM1 Clinical Trial Optional)","4/27/2023","6/10/2025","RM1","NIH","NINDS","NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIDDK","RFA-NS-23-028","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-23-028.html"
"Maximizing Investigators Research Award (MIRA) for Early Stage Investigators (ESI) (R35 - Clinical Trial Optional)","4/24/2023","2/4/2026","R35","NIH","NIGMS","None","PAR-23-145","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-145.html"
"Mentored Career Transition Award for Intramural Fellows (K22 Clinical Trials Required)","4/20/2023","3/13/2026","K22","NIH","NIMH","None","PAR-23-150","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-150.html"
"Mentored Career Transition Award for Intramural  Fellows (K22 Clinical Trials Not Allowed)","4/20/2023","3/13/2026","K22","NIH","NIMH","None","PAR-23-149","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-149.html"
"Industrialization and Translation of Extracellular Vesicles for use in Regenerative Medicine (UT1/UT2) Clinical Trial Not Allowed","4/18/2023","10/7/2025","UT1","NIH","NCATS","None","PAR-23-268","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-268.html"
"Industrialization and Translation of Extracellular Vesicles for use in Regenerative Medicine (U43/U44 Clinical Trials Not Allowed)","4/18/2023","10/7/2025","U43/U44","NIH","NCATS","None","PAR-23-267","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-267.html"
"Centers of Excellence in Genomic Science (RM1 Clinical Trial Optional)","4/13/2023","6/23/2025","RM1","NIH","NHGRI","NIMH","PAR-23-098","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-098.html"
"Instrumentation Grant Program for Resource-Limited Institutions (S10 - Clinical Trial Not Allowed)","3/21/2023","7/4/2025","S10","NIH","NIGMS","NCATS, NEI, NHGRI, NIA, NIAAA, NIAMS, NIBIB, NIDCD, NIDCR, NIMH, NIMHD, NINDS, OBSSR, OD, ORIP","PAR-23-138","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-138.html"
"Avenir Award Program for Research on Substance Use Disorders and HIV (DP2 Clinical Trial Optional)","3/10/2023","8/16/2025","DP2","NIH","NIDA","None","PAR-23-125","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-125.html"
"NIH Medical Scientist Partnership Program (FM1 Clinical Trial Not Allowed)","3/9/2023","8/9/2025","FM1","NIH","NIAID","NCATS, NCI, NEI, NHGRI, NHLBI, NIA, NIDA, NIDCD, NIEHS","PAR-23-109","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-109.html"
"Developmental Centers for AIDS Research (P30 Clinical Trial Not Allowed)","3/9/2023","8/5/2025","P30","NIH","NIAID","NCI, NHLBI, NIA, NICHD, NIDA, NIDCR, NIDDK, NIMH, NIMHD, NINR, OAR, FIC","PAR-23-117","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-117.html"
"Centers for AIDS Research (P30 Clinical Trial Not Allowed)","3/9/2023","8/5/2025","P30","NIH","NIAID","FIC, NCI, NHLBI, NIA, NICHD, NIDA, NIDCR, NIDDK, NIMH, NIMHD, NINR, OAR","PAR-23-116","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-116.html"
"Biomedical Technology Optimization and Dissemination Center (BTOD)(RM1-Clinical Trial Not Allowed)","3/7/2023","1/28/2026","RM1","NIH","NIGMS","None","PAR-23-110","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-110.html"
"Genomic Community Resources (U24 Clinical Trial Not Allowed)","3/1/2023","1/26/2026","U24","NIH","NHGRI","NCI, NIEHS","PAR-23-124","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-124.html"
"Collaborative Program Grant for Multidisciplinary Teams (RM1 - Clinical Trial Optional)","2/3/2023","1/28/2026","RM1","NIH","NIGMS","None","PAR-23-077","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-077.html"
"AHRQ Small Research Projects to Advance the Science of Primary Care (R03)","1/26/2023","3/20/2027","R03","AHRQ","AHRQ","None","PA-23-115","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-23-115.html"
"Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trial Not Allowed)","1/20/2023","12/2/2025","R21","NIH","NIEHS","None","RFA-ES-23-004","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-23-004.html"
"NIDA Research Center of Excellence Grant Program (P50 Clinical Trial Optional)","1/12/2023","11/19/2025","P50","NIH","NIDA","None","PAR-23-076","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-076.html"
"Alzheimer's Disease Research Centers (P30 Clinical Trial Not Allowed)","1/11/2023","9/27/2025","P30","NIH","NIA","None","RFA-AG-24-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-24-001.html"
"Mentored Career Development Program for Early Stage Investigators Using Nonhuman Primate Research Models (K01 Independent Clinical Trial Not Allowed)","1/10/2023","1/8/2026","K01","NIH","NIAID","NIA, ORIP","PAR-23-073","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-073.html"
"NIDA Program Project Grant Applications (P01 Clinical Trial Optional)","1/10/2023","1/8/2026","P01","NIH","NIDA","None","PAR-23-064","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-064.html"
"NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Clinical Trial Required)","1/9/2023","1/8/2026","K99/R00","NIH","NIAID","None","PAR-23-070","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-070.html"
"NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Independent Clinical Trial Not Allowed)","1/9/2023","1/8/2026","K99/R00","NIH","NIAID","None","PAR-23-071","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-071.html"
"Animal and Biological Material Resource Centers (P40) (Clinical Trials Not-Allowed)","1/9/2023","1/8/2026","P40","NIH","ORIP","None","RFA-OD-23-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-23-001.html"
"HEAL Commercialization Readiness Pilot (CRP) Program: Embedded Entrepreneurs for Small Businesses in Pain Management (SB1 Clinical Trial Not Allowed)","1/3/2023","9/6/2025","SB1","NIH","NINDS","NCATS, NCCIH, NEI, NIAMS","PAR-23-069","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-069.html"
"NIDA Core Center of Excellence Grant Program (P30 Clinical Trial Optional)","12/28/2022","11/18/2025","P30","NIH","NIDA","None","PAR-23-049","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-049.html"
"National Cancer Institute Program Project Applications for the Years 2023, 2024, and 2025 (P01 Clinical Trial Optional)","12/14/2022","5/8/2026","P01","NIH","NCI","None","PAR-23-059","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-059.html"
"FDA Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed)","12/1/2022","10/11/2025","R13","FDA","FDA","None","PAR-23-072","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-072.html"
"NIAID Resource-Related Research Projects (R24 Clinical Trial Not Allowed)","11/23/2022","1/8/2026","R24","NIH","NIAID","None","PAR-23-065","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-065.html"
"Urgent Competitive Revision to Existing NIH Grants and Cooperative Agreements (Urgent Supplement Clinical Trial Optional)","10/31/2022","10/26/2025","Admin Supp","NIH","OD","None","PA-23-044","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-23-044.html"
"Late-Stage Translation of Biomedical and Behavioral Research Results in Arthritis and Musculoskeletal and Skin Diseases from Academic/Non-profit Lab to Marketplace (SBIR [R43/R44] Clinical Trial Not Allowed)","10/26/2022","9/6/2025","R43/R44","NIH","NIAMS","None","PAR-23-032","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-032.html"
"Avenir Award Program for Genetics or Epigenetics of Substance Use Disorders (DP1 Clinical Trial Optional)","10/21/2022","9/26/2025","DP1","NIH","NIDA","None","PAR-23-021","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-021.html"
"Avenir Award Program for Chemistry and Pharmacology of Substance Use Disorders (DP1- Clinical Trial Not Allowed)","10/20/2022","8/8/2025","DP1","NIH","NIDA","None","RFA-DA-24-007","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-007.html"
"INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Clinical Research Short Course (R25 Independent Clinical Trial Not Allowed)","10/3/2022","9/8/2025","R25","NIH","OD","FIC, NCI, NEI, NHLBI, NIA, NICHD, NIDCD, NIDCR, NIMHD, NINDS","PAR-22-195","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-195.html"
"AHRQ Mentored Research Scientist  Career Development Award (K01)","9/22/2022","11/10/2025","K01","AHRQ","AHRQ","None","PA-22-255","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-22-255.html"
"NIAID Investigator Initiated Program Project Applications (P01 Clinical Trial Not Allowed)","9/13/2022","9/8/2025","P01","NIH","NIAID","None","PAR-22-225","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-225.html"
"Agency for Healthcare Research and Quality (AHRQ)-sponsored National Research Service Award (NRSA) Individual  Postdoctoral Fellowship (F32)","9/12/2022","8/9/2025","F32","AHRQ","AHRQ","None","PA-22-251","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-22-251.html"
"Resource-Related Research Projects for Development of Animal Models and Related Materials (R24 Clinical Trials Not-Allowed)","9/9/2022","9/26/2025","R24","NIH","ORIP","None","RFA-OD-22-013","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-22-013.html"
"AHRQ Conference Grant Programs (R13)","8/17/2022","11/1/2026","R13","AHRQ","AHRQ","None","PA-22-238","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-22-238.html"
"Javits Neuroscience Investigator Award  Extension Request (Type 4 Clinical Trial Optional)","8/15/2022","10/3/2025","444","NIH","NINDS","None","PAR-23-022","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-022.html"
"AHRQ Mentored Clinical Scientist Research Career Development Award (K08)","8/9/2022","2/14/2027","K08","AHRQ","AHRQ","None","PA-22-232","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-232.html"
"HEAL Initiative:  Career Development Awards in Implementation Science for Substance Use Prevention and Treatment (K01 - Clinical Trial Required)","7/14/2022","11/13/2025","K01","NIH","NIDA","NCCIH, NCI, NIAAA, NIMH","PAS-22-206","PAS","Required","https://grants.nih.gov/grants/guide/pa-files/PAS-22-206.html"
"HEAL Initiative:  Career Development Awards in Implementation Science for Substance Use Prevention and Treatment (K23 - Clinical Trial Required)","7/14/2022","11/13/2025","K23","NIH","NIDA","NCCIH, NCI, NIAAA, NIMH","PAS-22-207","PAS","Required","https://grants.nih.gov/grants/guide/pa-files/PAS-22-207.html"
"Data Coordinating Center for Multi-Site Investigator-Initiated Clinical Trials (Collaborative U24 Clinical Trial Required)","7/12/2022","1/12/2026","U24","NIH","NHLBI","None","PAR-22-193","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-22-193.html"
"Complex Integrated Multi-Component Projects in Aging Research (U19 Clinical Trial Optional)","7/7/2022","9/26/2025","U19","NIH","NIA","NINDS","PAR-22-213","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-213.html"
"NIDDK Central Repository Non-renewable Sample Access (X01 Clinical Trial Not Allowed)","6/29/2022","6/27/2025","X01","NIH","NIDDK","None","PAR-22-171","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-171.html"
"Commercial Fishing Occupational Safety Research Cooperative Agreement (U01)","6/28/2022","1/31/2028","U01","CDC","NIOSH","None","RFA-OH-22-005","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-22-005.html"
"Commercial Fishing Occupational Safety Training Project Grants (T03)","6/28/2022","1/31/2028","T03","CDC","NIOSH","None","RFA-OH-22-006","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-22-006.html"
"Advancing Research on Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) (R41/R42 Clinical Trial Optional)","6/21/2022","9/6/2025","R41/R42","NIH","NIA","NINDS","PAS-22-197","PAS","Optional","https://grants.nih.gov/grants/guide/pa-files/PAS-22-197.html"
"Advancing Research on Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) (R43/R44 Clinical Trial Optional)","6/21/2022","9/6/2025","R43/R44","NIH","NIA","NINDS","PAS-22-196","PAS","Optional","https://grants.nih.gov/grants/guide/pa-files/PAS-22-196.html"
"Silvio O. Conte Centers for Basic Neuroscience or Translational Mental Health Research (P50 Clinical Trial Optional)","5/26/2022","6/10/2025","P50","NIH","NIMH","None","PAR-22-155","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-155.html"
"AHRQ Administrative Supplements for Grants in Health Services Research ","4/11/2022","4/8/2027","Admin Supp","AHRQ","AHRQ","None","PA-22-168","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-168.html"
"NIA Program Project Applications (P01 Clinical Trial Optional)","3/10/2022","1/8/2026","P01","NIH","NIA","None","PAR-22-130","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-130.html"
"AHRQ Mentored Career Enhancement Awards for Established Investigators in Patient-Centered Outcome Research (K18)","12/8/2021","7/13/2026","K18","AHRQ","AHRQ","None","PA-22-051","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-051.html"
"AHRQ Patient-Centered Outcomes Research (PCOR) Mentored Clinical Scientist Career Development Award (K08)","12/8/2021","3/13/2026","K08","AHRQ","AHRQ","None","PA-22-050","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-050.html"
"AHRQ Patient-Centered Outcomes Research (PCOR) Mentored Research Scientist Career Development Award (K01)","12/8/2021","3/13/2026","K01","AHRQ","AHRQ","None","PA-22-049","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-049.html"
"NIOSH Education and Research Centers","11/16/2021","11/22/2025","T42","CDC","NIOSH","None","RFA-OH-22-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-22-001.html"
"Large Health Services Research Demonstration and Dissemination Projects for Combating Antibiotic-Resistant Bacteria (CARB)(R18)","10/21/2021","10/31/2026","R18","AHRQ","AHRQ","None","PA-22-048","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-048.html"
"Large Research Projects for Combating Antibiotic-Resistant Bacteria (CARB) (R01)","10/21/2021","10/31/2026","R01","AHRQ","AHRQ","None","PA-22-047","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-22-047.html"
"Cancer Center Support Grants (CCSGs) for NCI-designated Cancer Centers (P30 Clinical Trial Optional)","10/12/2021","1/8/2026","P30","NIH","NCI","None","PAR-21-321","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-21-321.html"
"Large Research Projects for Prevention of Healthcare-Associated Infections (R01)","7/7/2021","10/31/2026","R01","AHRQ","AHRQ","None","PA-21-265","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-21-265.html"
"Large Health Services Research Demonstration and Dissemination Projects for Prevention of Healthcare-Associated Infections (R18)","6/15/2021","10/31/2026","R18","AHRQ","AHRQ","None","PA-21-264","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-21-264.html"
"NIOSH Support for Conferences and Scientific Meetings (U13 Clinical Trial Not Allowed)","3/5/2021","12/15/2025","U13","CDC","NIOSH","None","PAR-21-193","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-21-193.html"
"NIOSH Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed)","1/13/2021","12/15/2025","R13","CDC","NIOSH","None","PAR-21-148","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-21-148.html"
"Administrative Supplements to Existing NIH Grants and Cooperative Agreements (Parent Admin Supp Clinical Trial Optional)","10/13/2020","9/30/2025","Admin Supp","NIH","NIH","NCI, FIC, NCATS, NEI, NIAAA, NHLBI, NIAID, NIAMS, NIBIB, NIA, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM, OBSSR, ORWH, RM, NHGRI","PA-20-272","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-20-272.html"
"Occupational Safety and Health Research (R01)","5/30/2018","11/21/2025","R01","CDC","CDC","None","PAR-18-812","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-18-812.html"
"NIOSH Exploratory/Developmental Grant Program (R21)","5/24/2018","11/21/2025","R21","CDC","NIOSH","None","PAR-18-798","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-18-798.html"
"K01 Mentored Research Scientist Development Award","5/24/2018","11/21/2025","K01","CDC","CDC","None","PAR-18-799","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-18-799.html"
"NIOSH Small Research Grant Program","5/24/2018","11/21/2025","R03","CDC","CDC","None","PAR-18-797","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-18-797.html"
